Number|Description|Qty|Estimate Amount|Taxes|Replacement Cost Total|Age / Cond. / Life|Less Depreciation|Actual Cash Value|Paid|Estimated Remaining|Page Number
4042|Croft & Barrow, Elastic waist midi skirt|1.00 EA|$39.95|$1.75|$41.70|1y/Avg./8y|-$5.21|$36.49|$0.00|$5.21|1
4043|L.L. Bean, Short sleeve shirt|1.00 EA|$39.95|$1.75|$41.70|2.5y/ Avg./8y|-$13.03|$28.67|$0.00|$13.03|1
4044|Dressbarn, Women's button down shirt|||||||DUPLICATE|$0.00|$0.00|1
4045|Dressbarn, Print sleeve popover|||||||DUPLICATE|$0.00|$0.00|1
4046|Dressbarn, Women's button down shirt|||||||DUPLICATE|$0.00|$0.00|1
4047|Zara, Men's crew neck sweatshirt|1.00 EA|$39.90|$1.75|$41.65|3.5y/ Avg. /8y|-$18.23|$23.42|$0.00|$18.23|1
4048|Maurices, Satin winosa button down blouse|1.00 EA|$39.90|$1.75|$41.65|3.5y/ Avg. /8 y|-$18.23|$23.42|$0.00|$18.23|1
4049|Uniqlo, Button front cadigan|1.00 EA|$39.90|$1.75|$41.65|3 y/ Avg. /8 y|-$15.62|$26.03|$0.00|$15.62|1
4050|Maurices, Satin button down blouse|1.00 EA|$39.90|$1.75|$41.65|3 y/ Avg. /8 y|-$15.62|$26.03|$0.00|$15.62|1
4051|Uniqlo, Sweatshirt|1.00 EA|$39.90|$1.75|$41.65|4y/Avg./8y|-$20.83|$20.82|$0.00|$20.83|1
4052|Style & Co, Women's print button front blouse|1.00 EA|$39.50|$1.73|$41.23|5y/Avg./8y|-$25.77|$15.46|$0.00|$25.77|1
4053|Levi's, women's leather braieded belt|4.00 EA|$158.00|$6.91|$164.91|4.5y/ Avg. /8y|-$92.77|$72.14|$0.00|$92.77|1
4054|Natural life, Boho wildflower graphic long sleeve t-shirt|1.00 EA|$39.00|$1.71|$40.71|0.5 y/ Avg. /8 y|-$2.55|$38.16|$0.00|$2.55|1
4055|Allegra K, Women's ruffled short sleeve blouse|1.00 EA|$39.00|$1.71|$40.71|ly/Avg./8y|-$5.09|$35.62|$0.00|$5.09|1
4056|Grace Karin, Women Satin silk blouse|1.00 EA|$38.99|$1.71|$40.70|1.5 y/ Avg. /8 y|-$7.63|$33.07|$0.00|$7.63|1
4057|Allegra K, Back button blouse|1.00 EA|$38.99|$1.71|$40.70|1y/Avg./8y|-$5.08|$35.62|$0.00|$5.08|1
4058|Allegra K, Women's ruffled blouse|1.00 EA|$38.99|$1.71|$40.70|2.5y/ Avg. /8y|-$12.71|$27.99|$0.00|$12.71|1
4059|Allegra K, Women's back button blouse|1.00 EA|$38.99|$1.71|$40.70|2y/Avg./8y|-$10.18|$30.52|$0.00|$10.18|1
4060|Allegra K, women's printed blouse|1.00 EA|$38.69|$1.69|$40.38|2.5y/ Avg. /8y|-$12.62|$27.76|$0.00|$12.62|1
4061|Inspire chic, Floral print chiffon blouse|1.00 EA|$38.69|$1.69|$40.38|2y/Avg./8y|-$10.09|$30.29|$0.00|$10.09|1
4062|Arizona, Supersoft long sleeve sweatshirt|1.00 EA|$38.00|$1.66|$39.66|0.5y/Avg./8y|-$2.48|$37.18|$0.00|$2.48|1
4063|Erika, Women's plaid button down shirt|1.00 EA|$38.00|$1.66|$39.66|1.5 y/ Avg. /8 y|-$7.44|$32.22|$0.00|$7.44|1
4064|St. John Bay, Women's long sleeve button down shirt|1.00 EA|$38.00|$1.66|$39.66|1.5 y/ Avg. /8 y|-$7.44|$32.22|$0.00|$7.44|1
4065|A.N.A, Velvet womens blouse|1.00 EA|$38.00|$1.66|$39.66|1y/Avg./8y|-$4.96|$34.70|$0.00|$4.96|1
4066|St. John Bay, Women's floral pirnt neck blouse|1.00 EA|$38.00|$1.66|$39.66|1y/Avg./8y|-$4.96|$34.70|$0.00|$4.96|1
4067|St. John Bay, Women's long sleeve button down shirt|1.00 EA|$38.00|$1.66|$39.66|2.5y/ Avg. /8y|-$12.40|$27.26|$0.00|$12.40|1
4068|St. John Bay, Women's long sleeve button down shirt|1.00 EA|$38.00|$1.66|$39.66|2y/Avg./8y|-$9.92|$29.74|$0.00|$9.92|1
4069|A.N.A, Women's velvet round neck long sleeve bodysuit|1.00 EA|$38.00|$1.66|$39.66|2y/Avg./8y|-$9.92|$29.74|$0.00|$9.92|1
4070|St. John Bay, Long sleeve button down shirt|1.00 EA|$38.00|$1.66|$39.66|3.5y/ Avg. /8y|-$17.36|$22.30|$0.00|$17.36|1
4071|St. John Bay, Men's solid oxford cotton shirt|1.00 EA|$38.00|$1.66|$39.66|3.5y/ Avg. /8y|-$17.36|$22.30|$0.00|$17.36|1
4072|St. John Bay, Fleece mock neck long sleeve sweatshirt|1.00 EA|$38.00|$1.66|$39.66|3 y/ Avg. /8 y|-$14.87|$24.79|$0.00|$14.87|1
4073|St. John Bay, Long sleeve sweater|1.00 EA|$38.00|$1.66|$39.66|3 y/ Avg. /8 y|-$14.87|$24.79|$0.00|$14.87|1
4074|St. John Bay, Poplin mens long sleeve shirt|1.00 EA|$38.00|$1.66|$39.66|4.5y/ Avg. /8y|-$22.31|$17.35|$0.00|$22.31|1
4075|Sam & Jess, Paisley print long sleeve blouse|1.00 EA|$38.00|$1.66|$39.66|4y/Avg./8y|-$19.83|$19.83|$0.00|$19.83|1
4076|Izod, Solid polo shirt|1.00 EA|$38.00|$1.66|$39.66|5y/Avg./8y|-$24.79|$14.87|$0.00|$24.79|1
4077|Croft & Barrow, Floral print elastic waist midi skirt|1.00 EA|$37.99|$1.66|$39.65|2.5y/ Avg. /8y|-$12.39|$27.26|$0.00|$12.39|1
4078|Liz Claiborne, Women's print sleeveless blouse|1.00 EA|$37.00|$1.62|$38.62|3 y/ Avg. /8 y|-$14.49|$24.13|$0.00|$14.49|1
4079|Limelush, Abstract long sleeve blouse|1.00 EA|$36.99|$1.62|$38.61|3.5y/Avg./8y|-$16.89|$21.72|$0.00|$16.89|1
4080|Maurices, Bubble hem blouse|||||||DUPLICATE|$0.00|$0.00|1
4081|4,081., Bold Elements, Abstract long sleeve blouse|1.00 EA|$36.99|$1.62|$38.61|3 y/ Avg. /8 y|-$14.48|$24.13|$0.00|$14.48|1
4082|Ronni Nicole, Women's floral dress|1.00 EA|$36.99|$1.62|$38.61|4.5y/ Avg. /8y|-$21.72|$16.89|$0.00|$21.72|1
4083|Maurices, Bubble hem blouse|1.00 EA|$36.99|$1.62|$38.61|4y/Avg./8y|-$19.31|$19.30|$0.00|$19.31|1
4084|Maurices, Women's print bubble hem blouse|1.00 EA|$36.99|$1.62|$38.61|5y/Avg./8y|-$24.13|$14.48|$0.00|$24.13|1
4085|Loft, Floral everyday tee|1.00 EA|$36.95|$1.62|$38.57|0.5y/ Avg. /8y|-$2.41|$36.16|$0.00|$2.41|1
4086|Lulus, Women's print blouse|1.00 EA|$36.75|$1.61|$38.36|2y/Avg./8y|-$9.59|$28.77|$0.00|$9.59|1
4087|Classic collection, Sequin scarf|1.00 EA|$36.00|$1.58|$37.58|2y/Avg./8y|-$9.40|$28.18|$0.00|$9.40|1
4088|Angela, Women woold bucket hat|7.00 EA|$252.00|$11.03|$263.03|2.5y/ Avg. /8y|-$82.20|$180.83|$0.00|$82.20|1
4089|Croft & Barrow, Mens long sleeve dress shirt|1.00 EA|$35.99|$1.57|$37.56|2.5y/ Avg. /8y|-$11.74|$25.82|$0.00|$11.74|1
4090|Ivadress, Sun tribe print button down oversize blouse|1.00 EA|$35.99|$1.57|$37.56|3 y/ Avg. /8 y|-$14.09|$23.47|$0.00|$14.09|1
4091|Under Armour, Men's Short Sleeve - HeatGear|1.00 EA|$35.00|$1.53|$36.53|5y/Avg./8y|-$22.84|$13.69|$0.00|$22.84|1
4092|Micas, Abstract print crew neck top|1.00 EA|$35.00|$1.53|$36.53|3 y/ Avg. /8 y|-$13.70|$22.83|$0.00|$13.70|1
4093|Abercrombie, Long sleeve tee|||||||DUPLICATE|$0.00|$0.00|1
4094|Silpada, Marvel necklace sterling silver|1.00 EA|$35.00|$2.93|$37.93|4.5y/Avg./0y|-$0.00|$37.93|$0.00|$0.00|1
4095|Abercrombie, Long sleeve tee|1.00 EA|$35.00|$1.53|$36.53|4y/Avg./8y|-$18.27|$18.26|$0.00|$18.27|1
4096|Hanami, Stud earrings|2.00 EA|$70.00|$5.86|$75.86|3.5y/ Avg. /0 y|-$0.00|$75.86|$0.00|$0.00|1
4097|Wilke Rodriguez, Stripe dress shirt|1.00 EA|$34.99|$1.53|$36.52|0.5y/ Avg. /8 y|-$2.29|$34.23|$0.00|$2.29|1
4098|Croft & Barrow, Women's cardigan|1.00 EA|$34.99|$1.53|$36.52|1.5 y/ Avg. /8 y|-$6.85|$29.67|$0.00|$6.85|1
4099|Nine West, V-neck button-up cardigan|1.00 EA|$34.99|$1.53|$36.52|ly/Avg./8y|-$4.56|$31.96|$0.00|$4.56|1
4100|APT 9, Men's solid dress shirt|1.00 EA|$34.99|$1.53|$36.52|3 y/ Avg. /8 y|-$13.69|$22.83|$0.00|$13.69|1
4101|Old Navy, Crew neck sweater|1.00 EA|$34.99|$1.53|$36.52|5y/Avg./8y|-$22.83|$13.69|$0.00|$22.83|1
4102|Gap, Women's turtleneck top|39.00 EA|$1,363.05|$59.63|$1,422.68|1y/Avg./8y|-$177.83|$1,244.85|$0.00|$177.83|1
4103|I.N.C International, Buckle stretch belt|1.00 EA|$34.50|$1.51|$36.01|1.5 y/ Avg. /8 y|-$6.75|$29.26|$0.00|$6.75|1
4104|JM Collection, Women's printed long sleeve|1.00 EA|$34.50|$1.51|$36.01|2.5y/Avg./8y|-$11.25|$24.76|$0.00|$11.25|1
4105|JM Collection, Women's printed blouse|1.00 EA|$34.50|$1.51|$36.01|2y/Avg./8y|-$9.01|$27.00|$0.00|$9.01|1
4106|89th + Madison, Print blouse|1.00 EA|$34.00|$1.49|$35.49|2.5y/Avg./8y|-$11.10|$24.39|$0.00|$11.10|1
4107|Hanes, Mens boxers 5pk|1.00 EA|$34.00|$1.49|$35.49|2y/Avg./8y|-$8.87|$26.62|$0.00|$8.87|1
4108|St. John Bay, Women's cable-knit long sleeve top|1.00 EA|$34.00|$1.49|$35.49|3 y/ Avg. /8 y|-$13.31|$22.18|$0.00|$13.31|1
4109|Honey-can-do, wire cube organizer 6 cube|1.00 EA|$33.99|$2.85|$36.84|3.5y/Avg./10y|-$12.90|$23.94|$0.00|$12.90|1
4110|Allegra K, Women's chiffon neck sleeveless blouse|1.00 EA|$33.99|$1.49|$35.48|3 y/ Avg. /8 y|-$13.31|$22.17|$0.00|$13.31|1
4111|4,111., Maurices, Saton sleeve popover blouse|1.00 EA|$32.99|$1.44|$34.43|3.5y/ Avg. /8y|-$15.06|$19.37|$0.00|$15.06|1
4112|A.N.A, Women's long sleeve henley shirt|1.00 EA|$32.00|$1.40|$33.40|0.5y/ Avg. /8y|-$2.09|$31.31|$0.00|$2.09|1
4113|Liz Claiborne, Women's sleveless button-front blouse|1.00 EA|$32.00|$1.40|$33.40|1y/Avg./8y|-$4.18|$29.22|$0.00|$4.18|1
4114|Ouku, Women't print long sleeve roun neck t-shirt|1.00 EA|$32.00|$1.40|$33.40|1y/Avg./8y|-$4.18|$29.22|$0.00|$4.18|1
4115|Liz Claiborne, Short sleeve blouse|1.00 EA|$32.00|$1.40|$33.40|4.5y/ Avg. /8y|-$18.79|$14.61|$0.00|$18.79|1
4116|Hanes, Men's crewneck long sleeve sweatshirt|1.00 EA|$32.00|$1.40|$33.40|4y/Avg./8y|-$16.70|$16.70|$0.00|$16.70|1
4117|Liz Claiborne, Women bubble hem sleeveless top|1.00 EA|$32.00|$1.40|$33.40|5 y/ Avg. /8 y|-$20.88|$12.52|$0.00|$20.88|1
4118|Gap, Pique polo shirt|1.00 EA|$31.00|$1.36|$32.36|1.5 y/ Avg. /8 y|-$6.06|$26.30|$0.00|$6.06|1
4119|Eddie Bauer, Women's long sleeve t- shirt|1.00 EA|$30.00|$1.31|$31.31|2y/Avg./8y|-$7.83|$23.48|$0.00|$7.83|1
4120|Old Navy, Men's straight sweatpants|5.00 EA|$150.00|$6.56|$156.56|2.5y/ Avg. /8y|-$48.93|$107.63|$0.00|$48.93|1
4121|Alfani, Men's crewneck t-shirt|20.00 EA|$600.00|$26.25|$626.25|2y/Avg./8y|-$156.56|$469.69|$0.00|$156.56|1
4122|MANCYFIT, Women's Half Slip- long|1.00 EA|$29.99|$1.31|$31.30|4.5y/ Avg. /3y|-$25.04|$6.26|$0.00|$25.04|1
4123|Croft & Barrow, Women's cable knit sweatshirt|1.00 EA|$29.99|$1.31|$31.30|0.5y/Avg./8y|-$1.95|$29.35|$0.00|$1.95|1
4124|Star Above, Women's pajama set 2|1.00 EA|$29.99|$1.31|$31.30|1.5 y/ Avg. /3 y|-$15.66|$15.64|$0.00|$15.66|1
4125|Star Above, Women's pajama set 2|1.00 EA|$29.99|$1.31|$31.30|1y/Avg./3y|-$10.44|$20.86|$0.00|$10.44|1
4126|Croft & Barrow, Cable knit sweater|1.00 EA|$29.99|$1.31|$31.30|3.5y/ Avg. /8y|-$13.69|$17.61|$0.00|$13.69|1
4127|Verdusa, Sequin mini crossbody bag|1.00 EA|$29.99|$2.51|$32.50|3.5y/ Avg. /4 y|-$26.00|$6.50|$0.00|$26.00|1
4128|H& M, Cable cardigan|1.00 EA|$29.99|$1.31|$31.30|3 y/ Avg. /8 y|-$11.74|$19.56|$0.00|$11.74|1
4129|Zone, Mini Kiss lock wallet coin purse|1.00 EA|$29.99|$2.51|$32.50|3 y/ Avg. /4 y|-$24.37|$8.13|$0.00|$24.37|1
4130|Croft & Barrow, Soft cabled crew neck sweater|||||||DUPLICATE|$0.00|$0.00|1
4131|4,131 Croft & Barrow, Short sleeve polo shirt|1.00 EA|$29.99|$1.31|$31.30|4y/Avg./8y|-$15.66|$15.64|$0.00|$15.66|1
4132|Croft & Barrow, Women's cable crew neck sweater|1.00 EA|$29.99|$1.31|$31.30|5y/Avg./8y|-$19.56|$11.74|$0.00|$19.56|1
4133|Beirty, Women's pashmina shawls and wrap scarf|29.00 EA|$869.71|$38.05|$907.76|2.5y/ Avg. /8 y|-$283.67|$624.09|$0.00|$283.67|1
4134|Loft, Women's everyday v-neck tee|1.00 EA|$29.95|$1.31|$31.26|1y/Avg./8y|-$3.90|$27.36|$0.00|$3.90|1
4135|Style & Co, Printed pleated scoop- neck top|1.00 EA|$29.50|$1.29|$30.79|1.5 y/ Avg. /8 y|-$5.77|$25.02|$0.00|$5.77|181
4136|Natural life, Embroidered crossbody bag|1.00 EA|$29.00|$2.43|$31.43|2.5y/ Avg. /4 y|-$19.65|$11.78|$0.00|$19.65|181
4137|Zales, Stud Earrings|34.00 EA|$986.00|$82.58|$1,068.58|2y/Avg./0y|-$0.00|$1,068.58|$0.00|$0.00|181
4138|Uoozee, Women's long sleeve blouse|1.00 EA|$28.99|$1.27|$30.26|2y/Avg./8y|-$7.57|$22.69|$0.00|$7.57|181
4139|Allegra K, Back button satin blouse|1.00 EA|$28.39|$1.24|$29.63|2.5y/ Avg. /8y|-$9.26|$20.37|$0.00|$9.26|181
4140|Kathy Ireland, Women's button down Shirt|1.00 EA|$28.00|$1.23|$29.23|3 y/ Avg. /8 y|-$10.96|$18.27|$0.00|$10.96|181
4141|Nine West, Women's double cirve chain belt|2.00 EA|$56.00|$2.45|$58.45|3.5y/ Avg. /8 y|-$25.57|$32.88|$0.00|$25.57|181
4142|Nine West, Mulri-row pendant necklace|26.00 EA|$728.00|$60.97|$788.97|3 y/ Avg. / o y|-$0.00|$788.97|$0.00|$0.00|181
4143|Croft & Barrow, Women's print button down shirt|1.00 EA|$27.99|$1.22|$29.21|3.5y/ Avg. /8y|-$12.78|$16.43|$0.00|$12.78|181
4144|Xersion, Women's athletic top|1.00 EA|$27.00|$1.18|$28.18|4.5y/ Avg. /8y|-$15.85|$12.33|$0.00|$15.85|181
4145|Xersion, Women's athletic top|1.00 EA|$27.00|$1.18|$28.18|4y/Avg./8y|-$14.09|$14.09|$0.00|$14.09|181
4146|White Mark, Women's print blouse|1.00 EA|$27.00|$1.18|$28.18|5y/Avg./8y|-$17.62|$10.56|$0.00|$17.62|181
4147|Deilsy, Plastic Hangers, 10 Pack|40.00 EA|$1,039.60|$87.07|$1,126.67|0.5 y/ Avg. /10 y|-$56.33|$1,070.34|$0.00|$56.33|181
4148|Akivide, Printed neck blouse|1.00 EA|$25.99|$1.14|$27.13|2.5y/ Avg. /8y|-$8.48|$18.65|$0.00|$8.48|181
4149|Myfriday, Crossbody cell phone handbag|1.00 EA|$25.99|$2.18|$28.17|2y/Avg./4y|-$14.09|$14.08|$0.00|$14.09|181
4150|Buffalo David Bittin, Long sleeve top|1.00 EA|$25.95|$1.14|$27.09|2y/Avg./8y|-$6.78|$20.31|$0.00|$6.78|181
4151|Berchirly, Mini messenger crossbody bag|1.00 EA|$25.89|$2.17|$28.06|2.5y/ Avg. /4 y|-$17.54|$10.52|$0.00|$17.54|181
4152|Brinley, Sterling silver mermaid necklace|1.00 EA|$25.00|$2.09|$27.09|3.5y/ Avg. /0 y|-$0.00|$27.09|$0.00|$0.00|181
4153|Mountain Warehouse, Women's athletic top|||||||DUPLICATE|$0.00|$0.00|181
4154|Bijoux Tener, Fashion clutch|1.00 EA|$25.00|$2.09|$27.09|3 y/ Avg. /4 y|-$20.32|$6.77|$0.00|$20.32|181
4155|Mountain Warehouse, Women's athletic top|1.00 EA|$25.00|$1.09|$26.09|3y/Avg./8y|-$9.79|$16.30|$0.00|$9.79|181
4156|Style & Co, Women's polka dot long sleeve top|1.00 EA|$25.00|$1.09|$26.09|4y/Avg./8y|-$13.05|$13.04|$0.00|$13.05|181
4157|4,157 MANCYFIT, Women's Half Slip - short|1.00 EA|$24.99|$1.09|$26.08|4.5y/ Avg. /3y|-$20.86|$5.22|$0.00|$20.86|181
4158|Blair, Fleece long sleeve sweatshirt|1.00 EA|$24.99|$1.09|$26.08|0.5y/ Avg. /8y|-$1.63|$24.45|$0.00|$1.63|181
4159|Kirkland Signature, Men's dress shirt|1.00 EA|$24.99|$1.09|$26.08|1.5 y/ Avg. /8 y|-$4.89|$21.19|$0.00|$4.89|181
4160|Kirkland Signature, Men's traditional dress hirt|1.00 EA|$24.99|$1.09|$26.08|1.5 y/ Avg. /8 y|-$4.89|$21.19|$0.00|$4.89|1
4161|Kirkland Signature, Men's button down shirt|1.00 EA|$24.99|$1.09|$26.08|1y/Avg./8y|-$3.26|$22.82|$0.00|$3.26|1
4162|Hardaddy, Men's printed casual shirt|1.00 EA|$24.99|$1.09|$26.08|1y/Avg./8y|-$3.26|$22.82|$0.00|$3.26|1
4163|Gap, V-neck long sleeve shirt|1.00 EA|$24.99|$1.09|$26.08|2.5y/ Avg. /8y|-$8.15|$17.93|$0.00|$8.15|1
4164|Gap, Women's crew neck t-shirt|1.00 EA|$24.99|$1.09|$26.08|2.5y/ Avg. /8y|-$8.15|$17.93|$0.00|$8.15|1
4165|Am, Silver stud earrings|1.00 EA|$24.99|$2.09|$27.08|2y/Avg./0y|-$0.00|$27.08|$0.00|$0.00|1
4166|Hebbe, Women's boho floral long sleeve tee|1.00 EA|$24.99|$1.09|$26.08|2y/Avg./8y|-$6.52|$19.56|$0.00|$6.52|1
4167|Style & Co, Women's printed long sleeve|1.00 EA|$24.99|$1.09|$26.08|3.5y/Avg./8y|-$11.41|$14.67|$0.00|$11.41|1
4168|Style & Co, Women's printed long sleeve|1.00 EA|$24.99|$1.09|$26.08|3 y/ Avg. /8 y|-$9.78|$16.30|$0.00|$9.78|1
4169|Primitive, Short sleeve Tee|1.00 EA|$24.99|$1.09|$26.08|5y/Avg./8y|-$16.30|$9.78|$0.00|$16.30|1
4170|Gap, Baseball hat|16.00 EA|$399.84|$17.49|$417.33|4.5y/ Avg. /8y|-$234.75|$182.58|$0.00|$234.75|1
4171|Texas, Canvas tote|1.00 EA|$24.95|$2.09|$27.04|3.5 y/ Avg./20 y|-$4.74|$22.30|$0.00|$4.74|1
4172|Gap, Women's cotton short sleeve t- shirt|100.00 EA|$2,495.00|$109.16|$2,604.16|3 y/ Avg. /8 y|-$976.57|$1,627.59|$0.00|$976.57|1
4173|Carole Hochman, Women's v-neck pajama top|1.00 EA|$24.60|$1.08|$25.68|4.5y/ Avg. /3 y|-$20.54|$5.14|$0.00|$20.54|1
4174|Carole Hochman, Women's v-neck pajama top|1.00 EA|$24.60|$1.08|$25.68|4y/Avg./3y|-$20.54|$5.14|$0.00|$20.54|1
4175|Deluth, Short sleeve t- shirt|1.00 EA|$24.50|$1.07|$25.57|5y/Avg./8y|-$15.98|$9.59|$0.00|$15.98|1
4176|St. John Bay, Men's classic polo shirt|1.00 EA|$24.00|$1.05|$25.05|0.5y/ Avg./8y|-$1.57|$23.48|$0.00|$1.57|1
4177|Echodo, shoes adjustable stretcher|1.00 EA|$23.99|$1.05|$25.04|1y/Avg./3y|-$8.35|$16.69|$0.00|$8.35|1
4178|Goodfellow & Men's poplin shirt|1.00 EA|$23.00|$1.01|$24.01|1y/Avg./8y|-$3.01|$21.00|$0.00|$3.01|1
4179|St. John Bay, Women's long sleeve shirt|1.00 EA|$22.00|$0.96|$22.96|1.5 y/ Avg. /8 y|-$4.31|$18.65|$0.00|$4.31|1
4180|Liz Claiborne, Women's top|1.00 EA|$22.00|$0.96|$22.96|2y/Avg./8y|-$5.74|$17.22|$0.00|$5.74|1
4181|Tek Gear, Ultra soft fleece shirt|1.00 EA|$21.99|$0.96|$22.95|2.5y/ Avg. /8y|-$7.17|$15.78|$0.00|$7.17|1
4182|Home Depot, Plastic laundry hamper|1.00 EA|$21.63|$1.81|$23.44|2y/Avg./10y|-$4.69|$18.75|$0.00|$4.69|1
4183|Adidas, Mens sock 6pk|4.00 EA|$86.24|$3.77|$90.01|2.5y/ Avg. /3 y|-$72.01|$18.00|$0.00|$72.01|1
4184|Russell Athletic, Fleece sweatpants|1.00 EA|$20.50|$0.90|$21.40|3 y/ Avg. /8 y|-$8.03|$13.37|$0.00|$8.03|1
4185|St. John Bay, Women's short sleeve polo shirt|1.00 EA|$20.00|$0.88|$20.88|3.5y/ Avg. /8y|-$9.14|$11.74|$0.00|$9.14|1
4186|St. John Bay, Women's short sleeve polo shirt|1.00 EA|$20.00|$0.88|$20.88|3 y/ Avg. /8 y|-$7.83|$13.05|$0.00|$7.83|1
4187|Glide, Men's pull on drawstring quick dry pants|1.00 EA|$19.99|$0.87|$20.86|0.5y/ Avg. /8y|-$1.30|$19.56|$0.00|$1.30|1
4188|Viaox, Printed socks|1.00 EA|$19.99|$0.87|$20.86|1.5 y/ Avg. /3 y|-$10.44|$10.42|$0.00|$10.44|1
4189|Style & Co, Women's graphic tee|1.00 EA|$19.99|$0.87|$20.86|1.5 y/ Avg. /8 y|-$3.91|$16.95|$0.00|$3.91|1
4190|Chaps, Men's solid button down shirt|1.00 EA|$19.99|$0.87|$20.86|1y/Avg./8y|-$2.61|$18.25|$0.00|$2.61|1
4191|Croft & Barrow, Women's graphic blouse|1.00 EA|$19.99|$0.87|$20.86|1y/Avg./8y|-$2.61|$18.25|$0.00|$2.61|1
4192|Style & Co, Women's slong sleeve tee|1.00 EA|$19.99|$0.87|$20.86|2.5y/ Avg. /8y|-$6.52|$14.34|$0.00|$6.52|1
4193|A.N.A, Women's print blouse|1.00 EA|$19.99|$0.87|$20.86|2y/Avg./8y|-$5.22|$15.64|$0.00|$5.22|1
4194|Geroge, Men's classic fit long sleeve shirt|1.00 EA|$19.99|$0.87|$20.86|4.5y/ Avg. /8y|-$11.73|$9.13|$0.00|$11.73|1
4195|Old navy, Luxe long sleeve shirt|1.00 EA|$19.99|$0.87|$20.86|4y/Avg./8y|-$10.44|$10.42|$0.00|$10.44|1
4196|Chaps, Men's prin shirt|1.00 EA|$19.99|$0.87|$20.86|5y/Avg./8y|-$13.03|$7.83|$0.00|$13.03|1
4197|Old Navy, Women's pajamas shirt|3.00 EA|$59.97|$2.62|$62.59|3.5y/ Avg. /3 y|-$50.08|$12.51|$0.00|$50.08|1
4198|Halara, Button back blouse|1.00 EA|$19.95|$0.87|$20.82|2y/Avg./8y|-$5.21|$15.61|$0.00|$5.21|1
4199|Uniqlo, Men's pique polo|1.00 EA|$19.90|$0.87|$20.77|2.5y/ Avg. /8 y|-$6.49|$14.28|$0.00|$6.49|1
4200|Amazon Essential, Men's fleece sweatpants|1.00 EA|$19.00|$0.83|$19.83|3 y/ Avg. /8 y|-$7.44|$12.39|$0.00|$7.44|1
4201|Bloomchic, Women's velvet blouse|1.00 EA|$18.90|$0.83|$19.73|3.5y/Avg./8y|-$8.63|$11.10|$0.00|$8.63|1
4202|BllomChic, Women's velvet sleeve blouse|1.00 EA|$18.90|$0.83|$19.73|3 y/ Avg. /8 y|-$7.40|$12.33|$0.00|$7.40|1
4203|St. John Bay, Crew neck long sleeve t-shirt|1.00 EA|$18.00|$0.79|$18.79|3.5y/ Avg. /8y|-$8.23|$10.56|$0.00|$8.23|1
4204|St. John Bay, Women's long sleeve blouse|1.00 EA|$18.00|$0.79|$18.79|4.5y/ Avg. /8y|-$10.57|$8.22|$0.00|$10.57|1
4205|St. John Bay, Women's crew neck t- shirt|1.00 EA|$18.00|$0.79|$18.79|4y/Avg./8y|-$9.40|$9.39|$0.00|$9.40|1
4206|A.N.A, Women's long sleeve t-shirt|1.00 EA|$18.00|$0.79|$18.79|5y/Avg./8y|-$11.74|$7.05|$0.00|$11.74|1
4207|Dickies, Short sleeve t-shirt|1.00 EA|$16.99|$0.74|$17.73|2y/Avg./8y|-$4.44|$13.29|$0.00|$4.44|1
4208|Old Navy, Women's long-sleeve shirt|70.00 EA|$1,189.30|$52.03|$1,241.33|0.5y/ Avg./8y|-$77.58|$1,163.75|$0.00|$77.58|1
4209|Madewell, Crew neck cotton t-shirt|1.00 EA|$16.97|$0.74|$17.71|2.5y/ Avg. /8y|-$5.53|$12.18|$0.00|$5.53|1
4210|Columbia, Canvas belt|1.00 EA|$16.00|$0.70|$16.70|2y/Avg./8y|-$4.18|$12.52|$0.00|$4.18|1
4211|Brilliance, Stud earrings|30.00 EA|$479.70|$40.17|$519.87|2.5y/ Avg. /0 y|-$0.00|$519.87|$0.00|$0.00|1
4212|Genevive, Bracelet|1.00 EA|$15.95|$1.34|$17.29|3 y/ Avg. / O y|-$0.00|$17.29|$0.00|$0.00|1
4213|Croft & Barrow, Long-sleeve tee|||||||DUPLICATE|$0.00|$0.00|1
4214|Croft & Barrow, Polo shirt|1.00 EA|$14.99|$0.66|$15.65|3.5y/ Avg. /8y|-$6.85|$8.80|$0.00|$6.85|1
4215|Croft & Barrow, Long-sleeve tee|1.00 EA|$14.99|$0.66|$15.65|3 y/ Avg. /8 y|-$5.87|$9.78|$0.00|$5.87|1
4216|Husky, Lumens led light|1.00 EA|$14.95|$1.25|$16.20|4y/Avg./0y|-$0.00|$16.20|$0.00|$0.00|1
4217|Xersion, Crew neck sleeveless t- shirt|1.00 EA|$14.00|$0.61|$14.61|1y/Avg./8y|-$1.83|$12.78|$0.00|$1.83|1
4218|Blue moon, Locket necklae|1.00 EA|$14.00|$1.17|$15.17|1y/Avg./0y|-$0.00|$15.17|$0.00|$0.00|1
4219|St. John Bay, Women's V neck t- shirt|1.00 EA|$14.00|$0.61|$14.61|1y/Avg./8y|-$1.83|$12.78|$0.00|$1.83|1
4220|Lauren Conrad, Bangle Bracelet|5.00 EA|$70.00|$5.86|$75.86|5 y/ Avg. / o y|-$0.00|$75.86|$0.00|$0.00|1
4221|Lauren Conrad, Women's earrings|37.00 EA|$518.00|$43.38|$561.38|4.5y/ Avg. /0y|-$0.00|$561.38|$0.00|$0.00|1
